dt,year,month,day_of_week,is_weekend,is_holiday,temp_mean,temp_max,temp_min,precipitation,wiki_pageviews,trends_interest,visitor_count
2025-10-13,2025,10,0,0,0,18.7,23.7,15.1,0.0,0,0,5709
2025-10-14,2025,10,1,0,0,19.0,24.0,14.7,0.0,0,0,5299
2025-10-15,2025,10,2,0,0,18.9,23.6,15.1,0.0,0,0,5246
2025-10-16,2025,10,3,0,0,17.0,18.3,16.0,6.4,0,0,5297
2025-10-17,2025,10,4,0,0,16.9,19.2,15.7,17.8,0,0,5117
2025-10-18,2025,10,5,1,0,17.7,22.1,15.0,1.1,0,0,6409
2025-10-19,2025,10,6,1,0,16.2,18.5,15.1,20.1,0,0,5953
2025-10-20,2025,10,0,0,0,17.0,20.6,14.4,4.3,0,0,5408
2025-10-21,2025,10,1,0,0,16.3,21.1,13.5,0.6,0,0,5230
2025-10-22,2025,10,2,0,0,16.3,21.7,12.8,0.0,0,0,5185
2025-10-23,2025,10,3,0,0,16.1,20.9,12.8,0.0,0,0,5493
2025-10-24,2025,10,4,0,0,16.0,20.3,13.0,0.5,0,0,4881
2025-10-25,2025,10,5,1,0,16.4,21.0,13.2,1.0,0,0,6140
2025-10-26,2025,10,6,1,0,16.6,22.1,12.8,0.0,0,0,6291
2025-10-27,2025,10,0,0,0,16.6,22.4,11.9,0.0,0,0,5157
2025-10-28,2025,10,1,0,0,16.7,22.5,12.3,0.0,0,0,4965
2025-10-29,2025,10,2,0,0,17.3,22.1,13.5,0.0,0,0,5180
2025-10-30,2025,10,3,0,0,17.6,22.8,14.0,0.0,0,0,5449
2025-10-31,2025,10,4,0,0,17.8,23.0,14.4,0.5,0,0,4964
2025-11-01,2025,11,5,1,0,17.1,21.6,13.9,0.5,0,0,5582
2025-11-02,2025,11,6,1,0,16.2,19.8,14.3,10.1,0,0,6101
2025-11-03,2025,11,0,0,0,12.8,15.8,11.8,17.9,0,0,4716
2025-11-04,2025,11,1,0,0,13.1,16.4,11.0,0.0,0,0,4904
2025-11-05,2025,11,2,0,0,13.8,15.6,11.2,5.5,0,0,4680
2025-11-06,2025,11,3,0,0,17.0,21.5,14.2,0.2,0,0,5153
2025-11-07,2025,11,4,0,0,17.2,23.5,13.4,0.0,0,0,5136
2025-11-08,2025,11,5,1,0,17.0,23.1,13.7,0.0,0,0,6530
2025-11-09,2025,11,6,1,0,17.1,22.4,13.5,0.0,0,0,6192
2025-11-10,2025,11,0,0,0,16.1,21.6,12.4,0.0,0,0,5154
2025-11-11,2025,11,1,0,0,14.8,21.1,10.0,0.0,0,0,5135
2025-11-12,2025,11,2,0,0,14.2,20.0,9.4,0.0,0,0,5179
2025-11-13,2025,11,3,0,0,14.1,19.6,10.0,0.0,0,0,5157
2025-11-14,2025,11,4,0,0,13.4,19.2,8.7,0.0,0,0,5175
2025-11-15,2025,11,5,1,0,13.2,19.6,8.6,0.0,0,0,6155
2025-11-16,2025,11,6,1,0,13.2,19.6,8.6,0.0,0,0,6287
2025-11-17,2025,11,0,0,0,12.7,19.4,8.1,0.0,0,0,5249
2025-11-18,2025,11,1,0,0,13.2,19.4,9.6,0.0,0,0,5153
2025-11-19,2025,11,2,0,0,10.7,13.3,8.9,2.3,0,0,4787
2025-11-20,2025,11,3,0,0,11.6,15.8,9.7,0.7,0,0,5040
2025-11-21,2025,11,4,0,0,12.1,15.8,9.9,2.6,0,0,4885
2025-11-22,2025,11,5,1,0,11.7,14.7,9.1,2.0,0,0,6463
2025-11-23,2025,11,6,1,0,12.2,14.8,9.5,0.0,0,0,5799
2025-11-24,2025,11,0,0,0,11.3,14.5,8.6,1.6,0,0,5258
2025-11-25,2025,11,1,0,0,10.0,12.4,8.5,2.5,0,0,5117
2025-11-26,2025,11,2,0,0,10.7,15.2,7.0,0.2,0,0,4960
2025-11-27,2025,11,3,0,0,10.7,14.8,7.5,0.0,0,0,5273
2025-11-28,2025,11,4,0,0,10.6,17.7,6.4,0.0,0,0,5329
2025-11-29,2025,11,5,1,0,10.7,17.7,5.9,0.0,0,0,6104
2025-11-30,2025,11,6,1,0,10.9,17.6,6.0,0.0,0,0,6534
2025-12-01,2025,12,0,0,0,11.0,17.3,6.7,0.0,0,0,5200
